گروه,پوشه,symbol,معاملات,سودده,زیانده,وین‌ریت(%),حداکثر ضرر متوالی(%),تعداد ضررهای متوالی,افت سرمایه(%),P/L ratio,شارپ,بازده واقعی(%),بازده ویژه(%),نوع,درصد سود > ۰%,درصد سود > ۱%,درصد سود > ۵%,درصد ضرر > ۵%,بیشترین سود یک معامله(%),بیشترین ضرر یک معامله(%),انحراف معیار سود,تعداد اوت‌لایرها,مجموع سود اوت‌لایرها(%),درصد سود از اوت‌لایرها,سهم بهترین معامله از بازده کل(%),سهم ۳ معامله برتر از بازده کل(%),بازه بکتست (ماه),ماه‌های بدون معامله,میانگین سود ماهانه,انحراف معیار سود ماهانه,بهترین ماه(%),بدترین ماه(%),درصد ماه‌های سودده,میانگین سود در ماه‌های سودده,میانگین ضرر در ماه‌های ضررده,بیشترین ضرر متوالی ماهانه,تعداد معاملات در ماه (میانگین),انحراف معیار تعداد معاملات,نسبت شارپ (ماهانه),نسبت سورتینو,حداکثر افت سرمایه(%),مدت بازگشت از افت (ماه),نسبت کالمار
aggregated,Best_5m_ETHUSDT-1m_PAXGUSDT-1m_SOLUSDT-1m,ETHUSDT-1m_PAXGUSDT-1m_SOLUSDT-1m,33913,13491,20422,39.78,-25.92,9,-3378.53,1.025,-0.105,-3367.7675,-3367.7675,اصلی,39.78,6.45,0.37,0.05,31.2843,-15.2999,0.9483,762,3054.0873,-90.69,0.00,0.00,101,0,-33.3442,27.7730,30.7748,-104.4880,11.88,13.5687,-39.6696,15,335.77,122.78,-1.201,-1.461,-3367.77,0,-0.119
aggregated,Best_5m_ETHUSDT-1m_PAXGUSDT-1m_XRPUSDT-1m,ETHUSDT-1m_PAXGUSDT-1m_XRPUSDT-1m,37739,14992,22747,39.73,-20.88,7,-4028.01,0.992,-0.114,-4017.2501,-4017.2501,اصلی,39.73,6.07,0.40,0.04,31.2843,-15.2999,0.9297,820,3346.4901,-83.30,0.00,0.00,101,0,-39.7748,26.8059,37.0629,-102.7625,5.94,18.1589,-43.4337,27,373.65,78.48,-1.484,-1.734,-4017.25,0,-0.119
aggregated,Best_5m_ETHUSDT-1m_SOLUSDT-1m_XRPUSDT-1m,ETHUSDT-1m_SOLUSDT-1m_XRPUSDT-1m,45417,17970,27447,39.57,-20.98,16,-4054.64,1.086,-0.090,-4046.2454,-4046.2454,اصلی,39.57,6.71,0.45,0.06,31.2843,-15.2999,0.9862,1077,4533.2978,-112.04,0.00,0.00,101,0,-40.0618,29.3834,41.5001,-116.4880,10.89,15.8800,-46.8992,15,449.67,112.34,-1.363,-1.772,-4046.25,0,-0.119
aggregated,Best_5m_BTCUSDT-1m_PAXGUSDT-1m_SOLUSDT-1m_XRPUSDT-1m,BTCUSDT-1m_PAXGUSDT-1m_SOLUSDT-1m_XRPUSDT-1m,48865,19339,29526,39.58,-25.42,8,-5180.61,1.003,-0.114,-5177.0476,-5177.0476,اصلی,39.58,6.22,0.39,0.06,31.2843,-13.0280,0.9321,1048,4218.9069,-81.49,0.00,0.00,101,0,-51.2579,30.7006,21.5968,-158.9140,4.95,10.3194,-54.4650,32,483.81,142.40,-1.670,-1.835,-5177.05,0,-0.119
aggregated,Best_5m_ETHUSDT-1m_PAXGUSDT-1m_SOLUSDT-1m_XRPUSDT-1m,ETHUSDT-1m_PAXGUSDT-1m_SOLUSDT-1m_XRPUSDT-1m,50294,19855,30439,39.48,-25.92,9,-5113.34,1.030,-0.106,-5102.4784,-5102.4784,اصلی,39.48,6.36,0.41,0.06,31.2843,-15.2999,0.9534,1122,4581.3756,-89.79,0.00,0.00,101,0,-50.5196,33.2453,37.0629,-137.2068,5.94,16.7366,-54.7673,43,497.96,145.15,-1.520,-1.723,-5102.48,0,-0.119
aggregated,Best_5m_SOLUSDT-1m_XRPUSDT-1m,SOLUSDT-1m_XRPUSDT-1m,28936,11227,17709,38.80,-19.73,5,-2820.14,1.087,-0.099,-2819.9391,-2819.9391,اصلی,38.80,6.63,0.46,0.08,31.2843,-13.0280,0.9891,662,2762.1739,-97.95,0.00,0.00,97,0,-29.0715,21.3026,29.6876,-82.2762,9.28,14.2286,-33.5000,18,298.31,91.65,-1.365,-1.747,-2819.94,0,-0.124
aggregated,Best_15m_BTCUSDT-1m_PAXGUSDT-1m,BTCUSDT-1m_PAXGUSDT-1m,9227,3463,5764,37.53,-9.50,19,-915.46,1.131,-0.102,-913.1685,-913.1685,اصلی,37.53,6.17,0.46,0.00,18.9905,-0.5881,0.9748,202,971.0391,-106.34,0.00,0.00,101,0,-9.0413,11.6167,27.0829,-44.3537,19.80,7.0542,-13.0155,29,91.36,22.89,-0.778,-1.050,-913.17,0,-0.119
aggregated,Best_5m_PAXGUSDT-1m_XRPUSDT-1m,PAXGUSDT-1m_XRPUSDT-1m,21258,8249,13009,38.80,-20.38,6,-2796.21,0.917,-0.148,-2790.9438,-2790.9438,اصلی,38.80,5.47,0.37,0.06,24.9874,-13.0280,0.8873,405,1575.3662,-56.45,0.00,0.00,97,0,-28.7726,18.3071,29.6876,-79.3916,7.22,10.0086,-31.7889,28,219.15,51.98,-1.572,-1.909,-2790.94,0,-0.124
aggregated,Best_5m_PAXGUSDT-1m_SOLUSDT-1m,PAXGUSDT-1m_SOLUSDT-1m,17432,6748,10684,38.71,-24.92,7,-2171.00,0.967,-0.134,-2141.4612,-2141.4612,اصلی,38.71,6.08,0.32,0.08,31.2843,-10.2019,0.9159,347,1282.9634,-59.91,0.00,0.00,70,0,-30.5923,18.9809,9.4804,-75.9432,7.14,4.3317,-33.2788,21,249.03,36.43,-1.612,-1.812,-2141.46,0,-0.171
aggregated,Best_5m_PAXGUSDT-1m_SOLUSDT-1m_XRPUSDT-1m,PAXGUSDT-1m_SOLUSDT-1m_XRPUSDT-1m,33813,13112,20701,38.78,-25.42,8,-3878.84,1.003,-0.122,-3876.1720,-3876.1720,اصلی,38.78,6.12,0.39,0.07,31.2843,-13.0280,0.9394,707,2810.2518,-72.50,0.00,0.00,97,0,-39.9605,25.7660,29.6876,-115.8065,6.19,8.1932,-43.1355,28,348.59,124.91,-1.551,-1.724,-3876.17,0,-0.124
aggregated,Best_15m_XRPUSDT-1m,XRPUSDT-1m,6208,2027,4181,32.65,-9.00,18,-747.63,1.322,-0.126,-747.6329,-747.6329,اصلی,32.65,6.72,0.48,0.00,15.1924,-0.5207,0.9548,150,690.3918,-92.34,0.00,0.00,97,0,-7.7076,8.2474,17.0888,-24.3167,13.40,7.7853,-10.1053,18,64.00,8.86,-0.935,-1.400,-747.63,0,-0.124
aggregated,Best_15m_PAXGUSDT-1m_SOLUSDT-1m,PAXGUSDT-1m_SOLUSDT-1m,6969,2431,4538,34.88,-9.00,18,-751.93,1.251,-0.110,-739.9483,-739.9483,اصلی,34.88,6.97,0.32,0.00,22.9885,-0.5881,0.9642,162,718.9161,-97.16,0.00,0.00,70,0,-10.5707,10.1115,12.5010,-38.7642,14.29,5.9080,-13.3171,19,99.56,14.87,-1.045,-1.320,-747.13,0,-0.170
aggregated,Best_30m_SOLUSDT-1m,SOLUSDT-1m,1993,528,1465,26.49,-9.00,18,-246.19,2.017,-0.087,-199.7206,-199.7206,اصلی,26.49,8.38,0.70,0.00,17.0914,-0.4998,1.1546,65,312.6289,-156.53,0.00,0.00,70,0,-2.8532,6.9913,27.3848,-14.1952,24.29,6.2011,-5.7574,9,28.47,6.54,-0.408,-0.824,-243.69,0,-0.140
aggregated,Best_1h_BTCUSDT-1m,BTCUSDT-1m,1876,609,1267,32.46,-9.00,18,-122.05,1.922,-0.020,-48.1393,-48.1393,اصلی,32.46,8.74,0.96,0.00,15.1924,-0.4998,1.2756,76,379.0650,-787.43,0.00,0.00,101,0,-0.4766,6.3499,31.7831,-9.7965,37.62,5.7696,-4.2442,12,18.57,4.04,-0.075,-0.196,-116.15,0,-0.049
aggregated,Best_1h_ETHUSDT-1m,ETHUSDT-1m,1223,333,890,27.23,-9.00,18,-81.93,2.672,-0.000,-0.1427,-0.1427,اصلی,27.23,8.59,1.31,0.00,29.1853,-0.4998,1.7539,51,321.0592,-224976.31,0.00,0.00,101,0,-0.0014,7.1203,54.7943,-6.8973,36.63,5.4997,-3.1817,5,12.11,3.68,-0.000,-0.001,-76.83,17,-0.000
aggregated,Best_1h_BTCUSDT-1m_PAXGUSDT-1m,BTCUSDT-1m_PAXGUSDT-1m,2916,988,1928,33.88,-9.00,18,-252.07,1.516,-0.066,-212.8297,-212.8297,اصلی,33.88,7.34,0.69,0.00,15.1924,-0.4998,1.1031,94,442.8008,-208.05,0.00,0.00,101,0,-2.1072,6.4839,24.2607,-13.6426,30.69,5.4218,-5.4415,12,28.87,8.70,-0.325,-0.643,-245.95,0,-0.103
aggregated,Best_1h_ETHUSDT-1m_PAXGUSDT-1m,ETHUSDT-1m_PAXGUSDT-1m,2263,712,1551,31.46,-9.00,18,-242.59,1.709,-0.053,-164.8331,-164.8331,اصلی,31.46,6.85,0.80,0.00,29.1853,-0.4998,1.3719,69,384.7950,-233.45,0.00,0.00,101,0,-1.6320,7.8298,55.0934,-13.3206,25.74,7.0587,-4.6448,15,22.41,8.47,-0.208,-0.568,-236.89,0,-0.083
aggregated,Best_15m_ETHUSDT-1m_PAXGUSDT-1m_SOLUSDT-1m,ETHUSDT-1m_PAXGUSDT-1m_SOLUSDT-1m,13199,4718,8481,35.75,-9.50,19,-1075.36,1.354,-0.076,-1038.9964,-1038.9964,اصلی,35.75,7.55,0.43,0.00,29.1854,-0.5881,1.0329,370,1661.6117,-159.92,0.00,0.00,101,0,-10.2871,12.8398,26.0833,-46.1492,20.79,6.5069,-14.6955,20,130.68,48.92,-0.801,-1.001,-1067.97,0,-0.116
aggregated,Best_15m_BTCUSDT-1m_PAXGUSDT-1m_SOLUSDT-1m,BTCUSDT-1m_PAXGUSDT-1m_SOLUSDT-1m,13513,4860,8653,35.97,-9.62,20,-1196.82,1.285,-0.086,-1194.5263,-1194.5263,اصلی,35.97,6.98,0.47,0.00,22.9885,-0.5881,1.0293,333,1590.5040,-133.15,0.00,0.00,101,0,-11.8270,14.0187,27.0829,-50.6549,19.80,8.0507,-16.7351,19,133.79,47.79,-0.844,-1.135,-1194.53,0,-0.119
aggregated,Best_15m_BTCUSDT-1m,BTCUSDT-1m,6544,2429,4115,37.12,-10.00,20,-454.68,1.317,-0.063,-454.5780,-454.5780,اصلی,37.12,6.98,0.64,0.00,18.9905,-0.4998,1.0941,171,871.5880,-191.74,0.00,0.00,101,0,-4.5008,9.3079,27.0829,-19.8938,26.73,7.5315,-8.8909,12,64.79,11.78,-0.484,-0.870,-454.58,0,-0.119
aggregated,Best_30m_BTCUSDT-1m_PAXGUSDT-1m,BTCUSDT-1m_PAXGUSDT-1m,5340,1866,3474,34.94,-9.50,19,-563.05,1.250,-0.110,-562.7498,-562.7498,اصلی,34.94,6.44,0.51,0.00,15.1924,-0.5490,0.9624,141,627.7000,-111.54,0.00,0.00,101,0,-5.5718,9.0171,35.9717,-31.0663,20.79,7.0172,-8.8764,17,52.87,14.54,-0.618,-0.994,-562.75,0,-0.119
aggregated,Best_30m_ETHUSDT-1m_SOLUSDT-1m,ETHUSDT-1m_SOLUSDT-1m,4950,1492,3458,30.14,-9.50,19,-272.07,1.971,-0.042,-257.7769,-257.7769,اصلی,30.14,8.93,0.87,0.00,27.0864,-0.4998,1.2498,179,887.6791,-344.36,0.00,0.00,101,0,-2.5522,9.2021,29.5820,-19.2297,30.69,8.0566,-7.2504,12,49.01,15.89,-0.277,-0.469,-268.18,0,-0.114
aggregated,Best_30m_ETHUSDT-1m_PAXGUSDT-1m,ETHUSDT-1m_PAXGUSDT-1m,4681,1598,3083,34.14,-10.00,20,-411.58,1.462,-0.071,-368.3460,-368.3460,اصلی,34.14,7.43,0.62,0.00,27.0864,-0.5490,1.1030,135,642.8767,-174.53,0.00,0.00,101,0,-3.6470,8.1063,24.2059,-25.3815,28.71,5.8346,-7.4660,17,46.35,13.83,-0.450,-0.668,-404.30,0,-0.108
aggregated,Best_1h_ETHUSDT-1m_SOLUSDT-1m,ETHUSDT-1m_SOLUSDT-1m,2050,501,1549,24.44,-10.00,20,-140.63,2.769,-0.025,-80.6467,-80.6467,اصلی,24.44,8.73,1.12,0.00,29.1853,-0.4998,1.5675,509,689.5451,-855.02,0.00,0.00,101,0,-0.7985,8.1943,58.5919,-14.1945,33.66,6.4591,-4.4814,11,20.30,7.19,-0.097,-0.300,-134.03,0,-0.071
aggregated,Best_1h_PAXGUSDT-1m_SOLUSDT-1m,PAXGUSDT-1m_SOLUSDT-1m,1867,547,1320,29.30,-20.43,41,-254.53,1.505,-0.135,-245.1944,-245.1944,اصلی,29.30,6.64,0.48,0.00,11.4942,-0.4998,0.9703,52,231.6738,-94.49,0.00,0.00,70,0,-3.5028,5.1424,11.2366,-15.0946,28.57,2.8896,-6.0597,14,26.67,5.18,-0.681,-1.112,-253.46,0,-0.166
aggregated,Best_1h_ETHUSDT-1m_PAXGUSDT-1m_SOLUSDT-1m_XRPUSDT-1m,ETHUSDT-1m_PAXGUSDT-1m_SOLUSDT-1m_XRPUSDT-1m,4209,1145,3064,27.20,-10.00,20,-459.91,1.973,-0.070,-399.4557,-399.4557,اصلی,27.20,7.15,0.83,0.00,31.2843,-0.4998,1.3490,135,734.3406,-183.84,0.00,0.00,101,0,-3.9550,10.4342,54.3928,-19.1453,21.78,9.8069,-7.7874,20,41.67,14.90,-0.379,-0.839,-455.11,0,-0.104
